,Title,Year,Summary,Short Summary,Genres,IMDB ID,Runtime,YouTube Trailer,Rating,Movie Poster,Director,Writers,Cast
441,Beauty and the Beast,2017,"Disney's animated classic takes on a new form, with a widened mythology and an all-star cast. A young prince, imprisoned in the form of a beast, can be freed only by true love. What may be his only opportunity arrives when he meets Belle, the only human girl to ever visit the castle since it was enchanted.","A selfish prince is cursed to become a monster for the rest of his life, unless he learns to fall in love with a beautiful young woman he keeps prisoner.",Action|Family|Fantasy|Musical|Romance,tt2771200,129,OvW_L8sTu5E,7.2,https://hydramovies.com/wp-content/uploads/2018/04/Beauty-and-the-Beast-Movie-Poster.jpg,Bill Condon,Stephen Chbosky,Dan Stevens|Emma Watson
439,Logan,2017,"In 2029 the mutant population has shrunken significantly due to genetically modified plants designed to reduce mutant powers and the X-Men have disbanded. Logan, whose power to self-heal is dwindling, has surrendered himself to alcohol and now earns a living as a chauffeur. He takes care of the ailing old Professor X whom he keeps hidden away. One day, a female stranger asks Logan to drive a girl named Laura to the Canadian border. At first he refuses, but the Professor has been waiting for a long time for her to appear. Laura possesses an extraordinary fighting prowess and is in many ways like Wolverine. She is pursued by sinister figures working for a powerful corporation; this is because they made her, with Logan's DNA. A decrepit Logan is forced to ask himself if he can or even wants to put his remaining powers to good use. It would appear that in the near-future, the times in which they were able put the world to rights with razor sharp claws and telepathic powers are now over.","In the near future, a weary Logan cares for an ailing Professor X, somewhere on the Mexican border. However, Logan's attempts to hide from the world, and his legacy, are upended when a young mutant arrives, pursued by dark forces.",Action|Drama|Sci-Fi|Thriller,tt3315342,137,DekuSxJgpbY,8.1,https://hydramovies.com/wp-content/uploads/2018/04/Logan-Movie-Poster.jpg,James Mangold,James Mangold,Hugh Jackman|Patrick Stewart
437,T2 Trainspotting,2017,"First there was an opportunity......then there was a betrayal. Twenty years have gone by. Much has changed but just as much remains the same. Mark Renton (Ewan McGregor) returns to the only place he can ever call home. They are waiting for him: Spud (Ewen Bremner), Sick Boy (Jonny Lee Miller), and Begbie (Robert Carlyle). Other old friends are waiting too: sorrow, loss, joy, vengeance, hatred, friendship, love, longing, fear, regret, diamorphine, self-destruction and mortal danger, they are all lined up to welcome him, ready to join the dance.","After 20 years abroad, Mark Renton returns to Scotland and reunites with his old friends Sick Boy, Spud, and Begbie.",Action|Drama,tt2763304,117,#NAME?,7.3,https://hydramovies.com/wp-content/uploads/2018/04/T2-Trainspotting-Movie-Poster.jpg,Danny Boyle,John Hodge,Ewan McGregor|Ewen Bremner|Jonny Lee Miller
436,McLaren,2017,"The story of Bruce McLaren, the New Zealander who founded the McLaren Motor Racing team. A man who showed the world that a man of humble beginnings could take on the elite of motor racing and win.","The story of Bruce McLaren, the New Zealander who founded the McLaren Motor Racing team. A man who showed the world that a man of humble beginnings could take on the elite of motor racing and win.",Action|Biography|Documentary|Drama|Sport,tt5031332,92,yyMfzi6WRnY,7.3,https://hydramovies.com/wp-content/uploads/2018/04/McLaren-Movie-Poster.jpg,Roger Donaldson,James Brown,Alastair Caldwell|Mario Andretti
433,The Last Word,2017,"Harriet (Shirley MacLaine) is a successful, retired businesswoman who wants to control everything around her until the bitter end. To make sure her life story is told her way, she pays off her local newspaper to have her obituary written in advance under her watchful eye. But Anne (Amanda Seyfried), the young journalist assigned to the task, refuses to follow the script and instead insists on finding out the true facts about Harriett's life, resulting in a life-altering friendship.","Harriet is a retired businesswoman who tries to control everything around her. When she decides to write her own obituary, a young journalist takes up the task of finding out the truth resulting in a life-altering friendship.",Comedy|Drama,tt5023260,108,oZjCnNIpSOQ,6.6,https://hydramovies.com/wp-content/uploads/2018/04/The-Last-Word-Movie-Poster.jpg,Mark Pellington,Stuart Ross Fink,Amanda Seyfried|AnnJewel Lee Dixon|Shirley MacLaine
430,John Wick: Chapter 2,2017,"Bound by an inescapable blood debt to the Italian crime lord, Santino D'Antonio, and with his precious 1969 Mustang still stolen, John Wick, the taciturn and pitiless assassin who thirsts for seclusion, is forced to visit Italy to honour his promise. But soon, the Boogeyman will find himself dragged into an impossible task in the heart of Rome's secret criminal society, as every killer in the business dreams of cornering the legendary Wick who now has an enormous price on his head. Drenched in blood and mercilessly hunted down, John Wick can surely forget a peaceful retirement--but above all--in this lethal ballet of bullets, can he make it out in one piece?","After returning to the criminal underworld to repay a debt, John Wick discovers that a large bounty has been put on his life.",Action|Crime|Thriller,tt4425200,122,XGk2EfbD_Ps,7.5,https://hydramovies.com/wp-content/uploads/2018/04/John-Wick-Chapter-2-Movie-Poster.jpg,Chad Stahelski,Derek Kolstad,Ian McShane|Keanu Reeves|Riccardo Scamarcio
429,The LEGO Batman Movie,2017,"There are big changes brewing in Gotham City, and if he wants to save the city from The Joker's hostile takeover, Batman may have to drop the lone vigilante thing, try to work with others and maybe, just maybe, learn to lighten up.","A cooler-than-ever Bruce Wayne must deal with the usual suspects as they plan to rule Gotham City, while discovering that he has accidentally adopted a teenage orphan who wishes to become his sidekick.",Action|Adventure|Animation|Comedy|Family,tt4116284,104,h6DOpfJzmo0,7.3,https://hydramovies.com/wp-content/uploads/2018/04/The-LEGO-Batman-Movie-Movie-Poster.jpg,Chris McKay,Seth Grahame-Smith,Michael Cera|Will Arnett
394,Gifted,2017,"Frank Adler (Chris Evans) is a single man raising a child prodigy - his spirited young niece Mary (Mckenna Grace) in a coastal town in Florida. Frank's plans for a normal school life for Mary are foiled when the seven-year-old's mathematical abilities come to the attention of Frank's formidable mother Evelyn (Lindsay Duncan) whose plans for her granddaughter threaten to separate Frank and Mary. Octavia Spencer plays Roberta, Frank and Mary's landlady and best friend. Jenny Slate is Mary's teacher, Bonnie, a young woman whose concern for her student develops into a connection with her uncle as well.","Frank, a single man raising his child prodigy niece Mary, is drawn into a custody battle with his mother.",Drama,tt4481414,101,tI01wBXGHUs,7.6,https://hydramovies.com/wp-content/uploads/2018/04/Gifted-Movie-Poster.jpg,Marc Webb,Tom Flynn,Chris Evans|Lindsay Duncan|Mckenna Grace
289,1 Buck,2017,"Shifting from one pocket to another, from one man's drama to another, a lowly dollar bill, 'one buck' takes us on an odyssey through the heart of a forgotten town in Louisiana.","Shifting from one pocket to another, from one man's drama to another, a lowly dollar bill, 'one buck' takes us on an odyssey through the heart of a forgotten town in Louisiana.",Drama|Thriller,tt4685428,90,PyJhVOZVqRQ,6,https://hydramovies.com/wp-content/uploads/2018/04/1-Buck-Movie-Poster.jpg,Fabien Dufils,Fabien Dufils,Cassi Colvin|John Freeman|Katie Ryan
369,Megan Leavey,2017,Based on the true life story of a young Marine corporal whose unique discipline and bond with her military combat dog saved many lives during their deployment in Iraq.,Based on the true life story of a young Marine corporal whose unique discipline and bond with her military combat dog saved many lives during their deployment in Iraq.,Biography|Drama|War,tt4899370,116,53TZCZ5KXWI,7.1,https://hydramovies.com/wp-content/uploads/2018/04/Megan-Leavey-Movie-Poster.jpg,Gabriela Cowperthwaite,Pamela Gray,Kate Mara|Ramon Rodriguez
56,The Lost Brother,2017,"Cetarti, a public employee who has just been fired, travels from Buenos Aires to Lapachito, a lonely town in the Chaco province. He must take care of the corpses of his mother and brother who have been brutally murdered, and with whom no bond of affection binds him. The only thing that mobilizes Cetarti to undertake the trip is the possibility of charging a modest life insurance to be able to settle in Brazil. There he meets Duarte, a sort of town capo and friend of his mother's murderer, with whom he establishes a strange society to manage and collect that money.","Cetarti, a public employee who has just been fired, travels from Buenos Aires to Lapachito, a lonely town in the Chaco province. He must take care of the corpses of his mother and brother ...",Crime|Drama|Thriller,tt6522634,112,1DNXCdWZuHs,6.7,https://hydramovies.com/wp-content/uploads/2018/04/The-Lost-Brother-Movie-Poster.jpg,Israel Adrián Caetano,Israel Adrián Caetano,Daniel Hendler|Leonardo Sbaraglia
377,Guardians of the Galaxy Vol. 2,2017,"After saving Xandar from Ronan's wrath, the Guardians are now recognized as heroes. Now the team must help their leader Star Lord (Chris Pratt) uncover the truth behind his true heritage. Along the way, old foes turn to allies and betrayal is blooming. And the Guardians find that they are up against a devastating new menace who is out to rule the galaxy.",The Guardians must fight to keep their newfound family together as they unravel the mystery of Peter Quill's true parentage.,Action|Adventure|Sci-Fi,tt3896198,136,2cv2ueYnKjg,7.7,https://hydramovies.com/wp-content/uploads/2018/04/Guardians-of-the-Galaxy-Vol.-2-Movie-Poster.jpg,James Gunn,James Gunn,Chris Pratt|Zoe Saldana
278,Victoria & Abdul,2017,"Abdul Karim arrives from India to participate in Queen Victoria's golden jubilee. The young clerk is surprised to find favor with the queen herself. As Victoria questions the constrictions of her long-held position, the two forge an unlikely and devoted alliance that her household and inner circle try to destroy. As their friendship deepens, the queen begins to see a changing world through new eyes, joyfully reclaiming her humanity.",Queen Victoria strikes up an unlikely friendship with a young Indian clerk named Abdul Karim.,Biography|Drama|History,tt5816682,111,mtC8jNHSxgQ,6.8,https://hydramovies.com/wp-content/uploads/2018/04/Victoria-Abdul-Movie-Poster.jpg,Stephen Frears,Lee Hall,Ali Fazal|Judi Dench|Tim Pigott-Smith
376,The Ottoman Lieutenant,2017,"A beautiful, strong-willed woman, who, frustrated by ongoing injustice at home, leaves the United States after meeting Jude, an American doctor who runs a remote medical mission within the Ottoman Empire - a world both exotic and dangerous, and on the brink of what is about to become the first World War. There, she finds her loyalty to Jude and the mission's founder tested when she falls in love with their perceived enemy, a lieutenant in the Ottoman Imperial Army. Now, with invading army forces at their doorstep, and the world about to plunge into all-out war, she must make a decision if she wants to be what other people want her to be, or to be herself.",The Ottoman Lieutenant is a love story between an idealistic American nurse and a Turkish officer in World War I.,Drama|War,tt4943322,106,7BJyAgU5Yr8,6.8,https://hydramovies.com/wp-content/uploads/2018/04/The-Ottoman-Lieutenant-Movie-Poster.jpg,Joseph Ruben,Jeff Stockwell,Hera Hilmar|Josh Hartnett|Michiel Huisman
277,Stronger,2017,"Stronger is the inspiring real life story of Jeff Bauman, an ordinary man who captured the hearts of his city and the world to become a symbol of hope after surviving the 2013 Boston Marathon bombing.","Stronger is the inspiring real life story of Jeff Bauman, an ordinary man who captured the hearts of his city and the world to become a symbol of hope after surviving the 2013 Boston Marathon bombing.",Biography|Drama,tt3881784,119,I6MN0QfQx7I,7,https://hydramovies.com/wp-content/uploads/2018/04/Stronger-Movie-Poster.jpg,David Gordon Green,John Pollono,Jake Gyllenhaal|Tatiana Maslany
276,The Lego Ninjago Movie,2017,"Six young ninjas Lloyd, Jay, Kai, Cole, Zane and Nya are tasked with defending their island home, called Ninjago. By night, they're gifted warriors, using their skills and awesome fleet of vehicles to fight villains and monsters. By day, they're ordinary teens struggling against their greatest enemy: high school.","Shunned by everyone for being the son of an evil warlord, a teenager seeks to defeat him with the help of his fellow ninjas.",Action|Adventure|Animation|Comedy|Family,tt3014284,101,F5JV3nVOLMA,6,https://hydramovies.com/wp-content/uploads/2018/04/The-Lego-Ninjago-Movie-Movie-Poster.jpg,Charlie Bean,Bob Logan,Dave Franco|Jackie Chan
375,The Sense of an Ending,2017,"Divorced and retired, Tony Webster, an ageing Londoner and vintage camera shop owner, whittles down the solitude of his isolated existence by keeping an affectionate relationship with his ex-wife, Margaret, and by accompanying his nearly full-term pregnant daughter, Susie, to antenatal courses. However, the unexpected arrival of an unsettling letter will disrupt the fine balance of things in Tony's orderly life, reconnecting him with his first love from college, Veronica, and the nostalgic, yet clouded memories of a distant past. Inevitably, as Tony scavenges for bits and pieces through flashbacks, the out-of-focus picture of his youth will gradually sharpen, nevertheless, is he ready to face the truth?",A man becomes haunted by his past and is presented with a mysterious legacy that causes him to re-think his current situation in life.,Drama|Mystery,tt4827986,108,pYLNTQGpNQ0,6.3,https://hydramovies.com/wp-content/uploads/2018/04/The-Sense-of-an-Ending-Movie-Poster.jpg,Ritesh Batra,Julian Barnes,Charlotte Rampling|Jim Broadbent
374,Williams,2017,"Charting the story of Formula One's most celebrated family, Williams is a thrilling account of how one man built a racing empire and a vivid, heart-rending portrait of the aftermath of a tragedy. Starting life with nothing other than a single-minded obsession for speed, Sir Frank Williams created one of the world's most enduring Formula One racing teams, winning nine Constructors' Championships over the last 40 years. But in 1986 at the height of this success, a near fatal car accident left Frank fighting to survive and the team's future hanging in the balance. Williams, a brand-new documentary from BAFTA-wining director Morgan Matthews, tells the story of Frank's rise to fame and how his family battled to keep him alive and the team afloat after the crash that left Frank wheelchair-bound for the rest of his life. Featuring heart-pounding racing footage, interviews with much-loved Formula One stars (including Sir Jackie Stewart, Nigel Mansell, Alan Jones and Sir Patrick Head) and ...","Focusing on the career and family of its legendary founder Sir Frank Williams, the British sports documentary tells the extraordinary story of the Williams Formula 1 team, from its inception to the present day.",Biography|Documentary|Sport,tt6981046,109,_wAMk1sllp0,7.7,https://hydramovies.com/wp-content/uploads/2018/04/Williams-Movie-Poster.jpg,Morgan Matthews,Emily Bevan,Jenny Funnell
274,The Mountain Between Us,2017,"Stranded after a tragic plane crash, two strangers must forge a connection to survive the extreme elements of a remote snow covered mountain. When they realize help is not coming, they embark on a perilous journey across hundreds of miles of wilderness, pushing one another to endure and discovering strength they never knew possible.","Stranded after a tragic plane crash, two strangers must forge a connection to survive the extreme elements of a remote snow-covered mountain. When they realize help is not coming, they embark on a perilous journey across the wilderness.",Action|Adventure|Drama|Romance|Thriller,tt2226597,112,uCB25lj9M-s,6.4,https://hydramovies.com/wp-content/uploads/2018/04/The-Mountain-Between-Us-Movie-Poster.jpg,Hany Abu-Assad,Chris Weitz,Idris Elba|Kate Winslet
60,A Moving Romance,2017,"Interior designer Olivia Wilson loses her job in New York. With newfound time on her hands she decides to head home to California to surprise her dad, Neil for the 25th anniversary of the family business, Wilson Family Movers. Upon arrival she meets the newest member of the Wilson team, Scott. With business coming to a halt, she and Scott work together to get things back on track. Just as the two begin to form a bond, Olivia is faced with a difficult decision when a worthwhile job opportunity pops up back in New York.","After inheriting her family's moving company, a young woman (Ambyr Childers) starts to clash with the manager (Keegan Allen) who thought he was going to take over.",Family,tt5039242,90,,6.1,https://hydramovies.com/wp-content/uploads/2018/04/A-Moving-Romance-Movie-Poster.jpg,W.D. Hogan,Alex Greenfield,Ambyr Childers|Keegan Allen
371,My Cousin Rachel,2017,"Philip, an orphan, was taken in and brought up by his cousin Ambrose, a Devon landowner he loves like a father. At a time, Ambrose, who has been advised by his physician a warmer climate, leaves for Tuscany. There he meets and marry Rachel, a half-Italian cousin of his. After an idyllic outset, the situation deteriorates. Shortly before his death, Ambrose manages to alert Philip: his wife is killing him slowly. Willing to sort out the truth, Philip goes to Ambrose's place but he does not find Rachel, who has gone away. Instead he meets Rainaldi, her friend and lawyer, who does not inspire him with confidence. He returns to his estate, persuaded that Rachel is evil and is the direct cause of Ambrose's death. Some time later, Rachel announces her coming. Determined to welcome her coolly, he is stunned to discover a woman not only beautiful but elegant, intelligent and sensitive. Instead of strangling her like he said he would, he falls in love. Madly.","A young Englishman plots revenge against his late cousin's mysterious, beautiful wife, believing her responsible for his death. But his feelings become complicated as he finds himself falling under the beguiling spell of her charms.",Drama|Mystery|Romance,tt4411596,106,8NfQ7o_rCC0,6,https://hydramovies.com/wp-content/uploads/2018/04/My-Cousin-Rachel-Movie-Poster.jpg,Roger Michell,Roger Michell,Holliday Grainger|Rachel Weisz|Sam Claflin
273,It,2017,"In the Town of Derry, the local kids are disappearing one by one, leaving behind bloody remains. In a place known as 'The Barrens', a group of seven kids are united by their horrifying and strange encounters with an evil clown and their determination to kill It.","In the summer of 1989, a group of bullied kids band together to destroy a shapeshifting monster, which disguises itself as a clown and preys on the children of Derry, their small Maine town.",Drama|Horror|Thriller,tt1396484,135,FnCdOQsX5kc,7.5,https://hydramovies.com/wp-content/uploads/2018/04/It-Movie-Poster.jpg,Andy Muschietti,Chase Palmer,Bill Skarsgård|Jaeden Lieberher
272,City of Ghosts,2017,"A documentary that follows the efforts of ""Raqqa Is Being Slaughtered Silently,"" a handful of anonymous activists who banded together after their homeland was taken over by ISIS in 2014. With deeply personal access, this is the story of a brave group of citizen journalists as they face the realities of life undercover, on the run, and in exile, risking their lives to stand up against one of the greatest evils in the world today.","A documentary that follows the efforts of &quot;Raqqa Is Being Slaughtered Silently,&quot; a handful of anonymous activists who banded together after their homeland was taken over by ISIS in 2014. ...",Documentary|War,tt6333056,92,jBeqGcMaC-A,7.5,https://hydramovies.com/wp-content/uploads/2018/04/City-of-Ghosts-Movie-Poster.jpg,Matthew Heineman,Hamoud Almousa,Mohamad Almusari
271,Breathe,2017,"When Robin is struck down by polio at the age of 28, he is confined to a hospital bed and given only a few months to live. With the help of Diana's twin brothers (Tom Hollander) and the groundbreaking ideas of inventor Teddy Hall (Hugh Bonneville), Robin and Diana dare to escape the hospital ward to seek out a full and passionate life together - raising their young son, traveling and devoting their lives to helping other polio patients.","The inspiring true love story of Robin and Diana Cavendish, an adventurous couple who refuse to give up in the face of a devastating disease. Their heartwarming celebration of human possibility marks the directorial debut of Andy Serkis.",Biography|Drama|Romance,tt5716464,118,7_YnYrLfjxA,7.1,https://hydramovies.com/wp-content/uploads/2018/04/Breathe-Movie-Poster.jpg,Andy Serkis,William Nicholson,Andrew Garfield|Claire Foy|Hugh Bonneville
23,Big Time,2017,"Bjarke Ingels started out as a young man dreaming of creating cartoons. Now, he has been named ""one of architecture's biggest innovators"" by The Wall Street Journal and one of The 100 Most Influential People on the planet by TIME Magazine. BIG TIME follows Bjarke during the course of 7 years (2009-2016), while he struggles to finish his biggest project so far. We are let into Bjarke's creative processes as well as the endless compromises that his work entails, and we are on the side when his personal life starts putting pressure on him, too. In addition to the recently opened architectural marvel VIA 57 West (625 West 57th Street), Bjarke Ingels' company Bjarke Ingels Group (BIG) was given the task of designing and building one of the skyscrapers which will replace Two World Trade Center in Manhattan. While Bjarke is creating these buildings, which will change the New York skyline, he is hit by health-related issues. The Film offers an intimate look into the innovative and ambitious ...","BIG TIME follows Bjarke Ingels during the course of 7 years (2009-2016), while he struggles to finish his biggest project so far. We are let into Bjarke's creative processes as well as the endless compromises that his work entails.",Documentary,tt7630164,93,VK0mGdMKMW4,6.2,https://hydramovies.com/wp-content/uploads/2018/04/Big-Time-Movie-Poster.jpg,Kaspar Astrup Schröder,Bjarke Ingels,Elisabet Ingels
270,Brad's Status,2017,A father takes his son to tour colleges on the East Coast and meets up with an old friend who makes him feel inferior about his life's choices.,A father takes his son to tour colleges on the East Coast and meets up with an old friend who makes him feel inferior about his life's choices.,Comedy|Drama|Music,tt5884230,102,22w8T9K8iRU,6.5,https://hydramovies.com/wp-content/uploads/2018/04/Brads-Status-Movie-Poster.jpg,Mike White,Mike White,Austin Abrams|Ben Stiller|Jenna Fischer
279,Mother!,2017,"Amidst a wild flat meadow encircled by an Edenic lush forest, a couple have cocooned themselves in a secluded mansion that was not so long ago burned to the ground, devotedly restored by the supportive wife. Within this safe environment, the once famous middle-aged poet husband is desirous of creating his magnum opus; however, he seems unable to break out of the persistent creative rut that haunts him. Then, unexpectedly, a knock at the door, the sudden arrival of a cryptic late-night visitor and his intrusive wife will stimulate the writer's stagnant imagination. Little by little, much to the perplexed wife's surprise, the more chaos he lets in their haven, the better for his punctured male ego. In the end, will this incremental mess blemish, irreparably, the couple's inviolable sanctuary?","A couple's relationship is tested when uninvited guests arrive at their home, disrupting their tranquil existence.",Drama|Horror|Mystery,tt5109784,121,XpICoc65uh0,6.7,https://hydramovies.com/wp-content/uploads/2018/04/Mother-Movie-Poster.jpg,Darren Aronofsky,Darren Aronofsky,Ed Harris|Javier Bardem|Jennifer Lawrence
281,Dunkirk,2017,"Evacuation of Allied soldiers from the British Empire, and France, who were cut off and surrounded by the German army from the beaches and harbor of Dunkirk, France, between May 26- June 04, 1940, during Battle of France in World War II.","Allied soldiers from Belgium, the British Empire and France are surrounded by the German Army, and evacuated during a fierce battle in World War II.",Action|Drama|History|Thriller|War,tt5013056,106,F-eMt3SrfFU,8,https://hydramovies.com/wp-content/uploads/2018/04/Dunkirk-Movie-Poster.jpg,Christopher Nolan,Christopher Nolan,Barry Keoghan|Fionn Whitehead|Mark Rylance
512,Justice League Dark,2017,"Justice League Dark is what it sounds like. It's the dark side of justice. A group of supernatural heroes who band together loosely to take on occult threats, supernatural threats - threats that the real Justice League may be powerless against.","Beings with supernatural powers join together to fight against supernatural villains. This team of supernatural beings include John Constantine, Zatanna and Jason Blood also known as the demon Etrigan.",Action|Animation|Fantasy|Horror|Sci-Fi,tt2494376,75,IqZKxOU_s6g,7.1,https://hydramovies.com/wp-content/uploads/2018/04/Justice-League-Dark-Movie-Poster.jpg,Jay Oliva,J.M. DeMatteis,Jerry O'Connell|Rosario Dawson
379,The Wall,2017,"Two American Soldiers are trapped by a lethal sniper, with only an unsteady wall between them.","Two American Soldiers are trapped by a lethal sniper, with only an unsteady wall between them.",Drama|Thriller|War,tt4218696,88,MyCuUr2_hmA,6.2,https://hydramovies.com/wp-content/uploads/2018/04/The-Wall-Movie-Poster.jpg,Doug Liman,Dwain Worrell,Aaron Taylor-Johnson|John Cena|Laith Nakli
389,The Hippopotamus,2017,"A country manor mystery that's actually a deliciously wicked comedy of manners, The Hippopotamus is a rollicking adaptation of the best-selling novel by Stephen Fry. It centers on a lapsed poet, failed drama critic, redundant husband and hard-working drunk, Ted Wallace (the mellifluously voiced Roger Allam in a rare starring role). Fired from his newspaper job, Ted leaps at the chance to drown his sorrows at his old friend's country estate, Swafford Hall. A series of spiritual healings have recently put the household in a tizzy. The purported miracle worker is his hosts' teenage son, Ted's godson, David (Tommy Knight). Lord and Lady Logan are set on sharing their boy's ""gift"" with the world, blissfully unaware that his ""laying on of hands"" trick involves, well, an emphasis on ""laying."" At odds with a colorful party of fellow guests only too ready to swallow anything they're told, Ted sets out to prove the miracles are a hoax and save the young man from a lifetime of embarrassment.",Disgraced poet Ted Wallace is summoned to his friend's country manor to investigate a series of unexplained miracles.,Comedy,tt3758708,89,cXXSH5SU72s,6.4,https://hydramovies.com/wp-content/uploads/2018/04/The-Hippopotamus-Movie-Poster.jpg,John Jencks,Stephen Fry,Roger Allam|Tim Charles
388,Going in Style,2017,"A reboot of the 1979 movie that was directed by Martin Brest and featured George Burns, Art Carney, and Lee Strasberg. Three seniors, who are living social security check to check and even reduced to eating dog food at times, decide they have had enough. So, they plan to rob a bank...problem is, they don't even know how to handle a gun! A social commentary on growing old in America and what we are sometimes driven to, due to circumstances.","Desperate to pay the bills and come through for their loved ones, three lifelong pals risk it all by embarking on a daring bid to knock off the very bank that absconded with their money.",Comedy|Crime,tt2568862,96,gBla_mCREX4,6.6,https://hydramovies.com/wp-content/uploads/2018/04/Going-in-Style-Movie-Poster.jpg,Zach Braff,Theodore Melfi,Alan Arkin|Ann-Margret|Michael Caine
286,Kingsman: The Golden Circle,2017,"After the Kingsman headquarters are blown up by a psychotic criminal named Poppy Adams, the surviving agents find their way to an allied secret organisation based in Kentucky, named Statesman. The two agencies must now work together in order to save the world and take down the so called 'Golden Circle'.","When their headquarters are destroyed and the world is held hostage, the Kingsman's journey leads them to the discovery of an allied spy organization in the United States. These two elite secret organizations must band together to defeat a common enemy.",Action|Adventure|Comedy,tt4649466,141,6Nxc-3WpMbg,6.8,https://hydramovies.com/wp-content/uploads/2018/04/Kingsman-The-Golden-Circle-Movie-Poster.jpg,Matthew Vaughn,Jane Goldman,Colin Firth|Taron Egerton
387,King Arthur: Legend of the Sword,2017,"Robbed of his birthright, Arthur comes up the hard way in the back alleys of the city. But once he pulls the sword from the stone, he is forced to acknowledge his true legacy - whether he likes it or not.","Robbed of his birthright, Arthur comes up the hard way in the back alleys of the city. But once he pulls the sword from the stone, he is forced to acknowledge his true legacy - whether he likes it or not.",Action|Adventure|Drama|Fantasy,tt1972591,126,4luDtkC3Oy0,6.8,https://hydramovies.com/wp-content/uploads/2018/04/King-Arthur-Legend-of-the-Sword-Movie-Poster.jpg,Guy Ritchie,Joby Harold,Astrid Bergès-Frisbey|Charlie Hunnam
385,Shot Caller,2017,"White-collar business professional, happily married accidentally commits a crime. Sentenced to prison time, he must adjust and learn the ways of prison life. Throughout this, he struggles to do what's best for his family on the outside. The choices he makes in prison will have major repercussions, both to himself and his family, if he makes the wrong one.",A newly released prisoner is forced by the leaders of his gang to orchestrate a major crime with a brutal rival gang on the streets of Southern California.,Crime|Drama|Thriller,tt4633690,121,QQxjyRr9k2E,7.3,https://hydramovies.com/wp-content/uploads/2018/04/Shot-Caller-Movie-Poster.jpg,Ric Roman Waugh,Ric Roman Waugh,Lake Bell|Nikolaj Coster-Waldau|Omari Hardwick
285,Detroit,2017,"A police raid in Detroit in 1967 results in one of the largest RACE riots in United States history. The story is centred around the Algiers Motel incident, which occurred in Detroit, Michigan on July 25, 1967, during the racially charged 12th Street Riot. It involves the death of three black men and the brutal beatings of nine other people: seven black men and two white women.",Fact-based drama set during the 1967 Detroit riots in which a group of rogue police officers respond to a complaint with retribution rather than justice on their minds.,Crime|Drama|History|Thriller,tt5390504,143,d5h7Kgo-zeI,7.4,https://hydramovies.com/wp-content/uploads/2018/04/Detroit-Movie-Poster.jpg,Kathryn Bigelow,Mark Boal,Algee Smith|Anthony Mackie|John Boyega
383,Alien: Covenant,2017,"Almost eleven years after the futile and disastrous expedition on the distant moon LV-223, the deep-space colonisation vessel Covenant equipped with more than 2,000 colonists in cryogenic hibernation, sets a course for the remote planet Origae-6 with the intention to build a new world. Instead, a rogue transmission will entice the crew to a nearby habitable small planet which resembles The Earth. The unsuspecting members of Covenant will have to cope with biological foes beyond human comprehension. Ultimately, what was intended as a peaceful exploratory mission, will soon turn into a desperate rescue operation deep into the cold infinite space.","The crew of a colony ship, bound for a remote planet, discover an uncharted paradise with a threat beyond their imagination, and must attempt a harrowing escape.",Horror|Sci-Fi|Thriller,tt2316204,122,H0VW6sg50Pk,6.5,https://hydramovies.com/wp-content/uploads/2018/04/Alien-Covenant-Movie-Poster.jpg,Ridley Scott,Dan O'Bannon,Katherine Waterston|Michael Fassbender
296,Batman vs. Two-Face,2017,"In Gotham City, a botched experiment by Professor Hugo Strange to extract the evil from Batman's rogues gallery would go disastrously wrong, leaving the noble District Attorney Harvey Dent horrifically scarred both physically and mentally as the dichotomous supervillain, Two-Face. Eventually, Dent is captured by the Dynamic Duo and is seemingly cured of his injuries to help him restart his life as a honest citizen. However, there is later a new wave of crimes by other Batman enemies that has the modus operandi of Two-Face, even while Dent still seems to be innocent. However, Robin, already jealous of Bruce's older friendship with Dent, is not so sure and the Duo has a rift as they disagree about their suspicions. Meanwhile, dark forces plan a horrific fate for Gotham City and Two-Face, or perhaps an impostor, somehow seems to be at the bottom of it.","Gotham City District Attorney Harvey Dent is mutilated in a laboratory accident. When the duplicitous Two-Face embarks on a crime spree, Batman and Robin must solve the mystery of his identity while facing off against several other foes.",Action|Animation|Comedy,tt6142314,72,5VD0kfTeznE,6.1,https://hydramovies.com/wp-content/uploads/2018/04/Batman-vs.-Two-Face-Movie-Poster.jpg,Rick Morales,Michael Jelenic,Adam West|Burt Ward
29,V.I.P.,2017,"The son (Lee Jong-Suk) of a high-ranking North Korean official is suspected of committing serial murders around the world. To stop the killer, South Korea, North Korea and Interpol chase after him.","The son (Lee Jong-Suk) of a high-ranking North Korean official is suspected of committing serial murders around the world. To stop the killer, South Korea, North Korea and Interpol chase after him.",Action|Crime|Thriller,tt6413410,128,dwRkl2BjtGQ,6.4,https://hydramovies.com/wp-content/uploads/2018/04/V.I.P.-Movie-Poster.jpg,Hoon-jung Park,Hoon-jung Park,Dong-Gun Jang|Jong-Suk Lee|Myung-Min Kim
