,Title,Year,Summary,Short Summary,Genres,IMDB ID,Runtime,YouTube Trailer,Rating,Movie Poster,Director,Writers,Cast
3939,UFO,2018,"Derek (Alex Sharp) a brilliant college student, haunted by a childhood UFO sighting, believes that mysterious sightings reported at multiple airports across the United States are UFO's. With the help of his girlfriend, Natalie (Ella Purnell), and his advanced mathematics professor, Dr. Hendricks (X-Files' Gillian Anderson), Derek races to unravel the mystery with FBI special agent Franklin Ahls (David Strathairn) on his heels.","A college student, who sees a UFO, uses his exceptional math skills to investigate the sighting with his friends while the FBI follows closely behind.",Action|Sci-Fi|Thriller,tt6290798,88,gxUcHrPhewY,6.2,https://hydramovies.com/wp-content/uploads/2018/09/UFO-Movie-Poster.jpg,Ryan Eslinger,Ryan Eslinger,Alex Sharp|Benjamin Beatty|Ella Purnell
3628,Father of the Year,2018,"When two buddies' drunken debate about whose father would win in a fight is taken seriously by one of their fathers, things go bad. Jobs are lost, relationships ruined, futures destroyed, and middle-aged men are knocked out. In this coming of age story about two recent college graduates spending a few weeks at home before they move to New York, our best friends come to grips with who their fathers really are as they start to see the world with adult eyes.","When two buddies' drunken debate about whose father would win in a fight is taken seriously by one of their fathers, things go bad. Jobs are lost, relationships ruined, futures destroyed, ...",Comedy,tt7256866,94,eYFezrCkbAQ,5.2,https://hydramovies.com/wp-content/uploads/2018/07/Father-of-the-Year-Movie-Poster.jpg,Tyler Spindel,Brandon Cournoyer,David Spade|Joey Bragg|Nat Faxon
3625,The Honey Killer,2018,"THE HONEY KILLER is about 48 hours in the life of public school-fool and Hedge-fund manager, Darryl Maddock, who suddenly discovers his stunning and exotic fiancé is a serial gold-digger with a penchant for violence. Tarantino meets Pedro Almodovar in this stylish, black comedy.","A stylish, British black comedy about a femme fatale who kills her boyfriends for money.",Uncategorized,tt1362141,0,dXt1tVDQi7c,5.9,https://hydramovies.com/wp-content/uploads/2018/07/The-Honey-Killer-Movie-Poster.jpg,Richard Harrison,Laurie Crowter,Antonio Marascal Perez|Peter Cadwell|Ruben Crow
3622,Sara's Notebook,2018,"Laura Alonso is a Spanish lawyer from Madrid who arrives Democratic Republic of Congo (center of Africa) after to watch a photo where Sara, her younger sister, appears alive after two years without clues about her location. Looking for contacts, Laura realize that Sara was photographed in the region of Goma, one of the most troubled zones of the country due to the warlords and their inner war by the possession of the coltan, a so much appreciated and expensive mineral to export across the world. Determined to go until the end despite not knowing the country nor the language, Laura contacts Sergio Rojas, a Latin businessman, to get the way to travel Goma. But after to discover the real interests of Sergio, Laura asks help Sven, a former part-time Sara's lover, to go Goma. Sven finds Jamir, a young former war-child who reluctant accept Laura's offer to help her. Together they both start a journey from Kinsasa (DR of Congo's capital) to Goma. Along the travel, Laura's life not only will ...","Laura Alonso is a Spanish lawyer from Madrid who sets off to Democratic Republic of Congo (center of Africa) after having seen a photo where Sara, her younger sister, appears alive after ...",Thriller,tt6599742,115,KQrPyiBcjEM,6.1,https://hydramovies.com/wp-content/uploads/2018/07/Saras-Notebook-Movie-Poster.jpg,Norberto López Amado,Jorge Guerricaechevarría,Belén Rueda|Iván Mendes|Marian Álvarez
3621,Made in Italy,2018,"Riko works in a cured meats factory, like his father, surrounded by more pigs than people. The real, everyday love he shares with Sarah, is in predicament. While Riko's unhappy with his job, he's lucky to be working at all, unlike several of his colleagues fired at the age of fifty. Not even going out with friends, including Carnevale, is enough to soothe the professional and existential crisis. To shake things up, he decides to drive to Rome with his friends. Together they take part in a protest during which Riko receives a blow to the head. The hit brings a change including making amends with his wife and confronting the problems at work. Riko and Sara decide to remarry though this emotional new beginning is abruptly interrupted by Sara's confession. She cheated on him with Carnevale, his best friend, who then commits suicide. Riko is then fired and the loss of his friend and job sends him spiraling into a depression that leads him to consider suicide. It's thanks to his son, Pietro...","Riko works in a cured meats factory, like his father, surrounded by more pigs than people. The real, everyday love he shares with Sarah, is in predicament. While Riko's unhappy with his job...",Comedy|Drama,tt6917242,100,PvJGJPoNCoI,6.5,https://hydramovies.com/wp-content/uploads/2018/07/Made-in-Italy-Movie-Poster.jpg,Luciano Ligabue,Luciano Ligabue,Fausto Maria Sciarappa|Kasia Smutniak|Stefano Accorsi
3620,I Feel Pretty,2018,"In I FEEL PRETTY a woman who struggles with feelings of deep insecurity and low self-esteem, that hold her back everyday, wakes from a brutal fall in an exercise class believing she is suddenly a supermodel. With this newfound confidence she is empowered to live her life fearlessly and flawlessly, but what will happen when she realizes her appearance never changed?","A woman struggling with insecurity wakes from a fall believing she is the most beautiful and capable woman on the planet. Her new confidence empowers her to live fearlessly, but what happens when she realizes her appearance never changed?",Comedy,tt6791096,110,cVx9EFK3DWE,5,https://hydramovies.com/wp-content/uploads/2018/07/I-Feel-Pretty-Movie-Poster.jpg,Abby Kohn,Abby Kohn,Amy Schumer|Emily Ratajkowski|Michelle Williams
3615,Ideal Home,2018,"Steve Coogan and Paul Rudd star as Erasmus and Paul, a bickering gay couple whose life is turned inside out when a ten-year old boy shows up at their door claiming to be Erasmus' grandson. Neither Paul, nor Erasmus, are ready to give up their extravagant lifestyles to be parents, but maybe this little kid has a thing or two to teach them about the value of family.",A bickering gay couple must now deal with the unexpected task of raising a ten-year-old boy.,Comedy|Drama,tt5460880,91,S8b1Dh-3fkw,6.7,https://hydramovies.com/wp-content/uploads/2018/07/Ideal-Home-Movie-Poster.jpg,Andrew Fleming,Andrew Fleming,Kate Walsh|Paul Rudd|Steve Coogan
3614,Tau,2018,"Once a street-smart drifter, Julia (Maika Monroe) is the latest person held captive, a body and a mind to be exploited in a fatal experiment. The only thing standing in the way of her freedom is TAU, the advanced artificial intelligence developed in secret by Alex (Ed Skrein), her masochistic and enigmatic captor. TAU is armed with a battalion of drones and robots that automate Alex's futuristic smart house and laboratory, the walls lined with screens that visually transport it from grassy plains to the depths of space. TAU's potential is only limited by his understanding of the world he exists in, but TAU is ready for more. Julia, showing resourcefulness and courage, must race against time to bridge the boundaries between man and machine, connect to TAU and win her freedom before she suffers the same fate as the six other subjects who came before her.","A woman is held captive by a scientist in a futuristic smart house, and hopes to escape by reasoning with the Artificial Intelligence that controls the house.",Sci-Fi|Thriller,tt4357394,97,h9nrBkQ2YBo,5.7,https://hydramovies.com/wp-content/uploads/2018/07/Tau-Movie-Poster.jpg,Federico D'Alessandro,Noga Landau,Ed Skrein|Gary Oldman|Maika Monroe
3613,The Catcher Was a Spy,2018,"A major league baseball player, Moe Berg, lives a double life working for the Office of Strategic Services.","A major league baseball player, Moe Berg, lives a double life working for the Office of Strategic Services.",Biography|Drama|War,tt4602066,98,Ffmzqctbkbo,6,https://hydramovies.com/wp-content/uploads/2018/07/The-Catcher-Was-a-Spy-Movie-Poster.jpg,Ben Lewin,Robert Rodat,Guy Pearce|Paul Rudd|Sienna Miller
3612,The Domestics,2018,"In a terrifying post-apocalyptic world inhabited by gangs divided into deadly factions, a husband and wife race desperately across the countryside in search of safety and must work together as they are pushed to the breaking point in order to survive.","In a terrifying post-apocalyptic world inhabited by gangs divided into deadly factions, a husband and wife race desperately across the countryside in search of safety and must work together as they are pushed to the breaking point in order to survive.",Horror|Thriller,tt5591666,95,IrcQhTm2h2I,5.7,https://hydramovies.com/wp-content/uploads/2018/07/The-Domestics-Movie-Poster.jpg,Mike P. Nelson,Mike P. Nelson,Kate Bosworth|Sonoya Mizuno|Tyler Hoechlin
2983,Samson,2018,"A Hebrew with an unusual gift of strength must respond properly to the call of God on his life in order to lead his people out of enslavement. After his youthful ambition leads to a tragic marriage, his acts of revenge thrust him into direct conflict with the Philistine army. As his brother mounts a tribal rebellion, only Samson's relationship with a Philistine seductress and his final surrender - both to the Philistines and to God - turns imprisonment and blindness into final victory.","After losing the love of his life to a cruel Philistine prince, a young Hebrew with Supernatural strength defends his people, sacrificing everything to avenge his love, his people, and his God.",Action|Drama,tt6951892,110,mSolF3QBVBY,4.2,https://hydramovies.com/wp-content/uploads/2018/05/Samson-Movie-Poster.jpg,Bruce Macdonald,Jason Baumgardner,Billy Zane|Jackson Rathbone
3599,Recovery Boys,2018,"In the heart of America's opioid epidemic, four men attempt to reinvent their lives and reenter society sober after years of drug abuse. Recovery Boys, from Academy Award nominated director Elaine McMillion Sheldon (Heroin(e)), is an intimate look at the strength, brotherhood, and courage that it takes to overcome addiction and lays bare the internal conflict of recovery and the external hurdles of an unforgiving society.","In the heart of America's opioid epidemic, four men attempt to reinvent their lives and reenter society sober after years of drug abuse. Recovery Boys, from Academy Award nominated director...",Documentary,tt8167872,89,XSS9kYipRLk,6.8,https://hydramovies.com/wp-content/uploads/2018/07/Recovery-Boys-Movie-Poster.jpg,Elaine McMillion Sheldon,,
209,Batman: Gotham by Gaslight,2018,"In an age of mystery and superstition, how would the people of Gotham react to a weird creature of the night, a bat-garbed vigilante feared by the guilty and the innocent alike? The very first Elseworlds tale re-imagines the Dark Knight detective in Victorian times and pits him against the infamous murderer Jack the Ripper.","In an alternative Victorian Age Gotham City, Batman begins his war on crime while he investigates a new series of murders by Jack the Ripper.",Action|Adventure|Animation|Crime|Fantasy,tt7167630,78,R7FuOmlAO1k,6.8,https://hydramovies.com/wp-content/uploads/2018/04/Batman-Gotham-by-Gaslight-Movie-Poster.jpg,Sam Liu,James Krieg,Bruce Greenwood|Jennifer Carpenter
3595,Duck Butter,2018,"Two women, who are dissatisfied with the dishonesty they see in dating and relationships, decide to make a pact to spend 24 hours together hoping to find a new way to create intimacy.","Two women, who are dissatisfied with the dishonesty they see in dating and relationships, decide to make a pact to spend 24 hours together hoping to find a new way to create intimacy.",Comedy|Drama|Romance,tt6958014,93,DPp570-ijXg,5.3,https://hydramovies.com/wp-content/uploads/2018/07/Duck-Butter-Movie-Poster.jpg,Miguel Arteta,Miguel Arteta,Alia Shawkat|Laia Costa|Mae Whitman
3593,Super Troopers 2,2018,"When a border dispute arises between the U.S. and Canada, the Super Troopers are tasked with establishing a Highway Patrol station in the disputed area.","When a border dispute arises between the U.S. and Canada, the Super Troopers are tasked with establishing a Highway Patrol station in the disputed area.",Comedy|Crime|Mystery,tt0859635,0,zt0mSRLTEbQ,6.4,https://hydramovies.com/wp-content/uploads/2018/07/Super-Troopers-2-Movie-Poster.jpg,Jay Chandrasekhar,Jay Chandrasekhar,Jay Chandrasekhar|Kevin Heffernan
217,When We First Met,2018,"Noah spends the perfect first night with Avery, the girl of his dreams, but gets relegated to the friend zone. He spends the next three years wondering what went wrong - until he gets the unexpected chance to travel back in time and change that night - and his fate - over and over again.","Noah thinks he has the perfect first night with Avery, the girl of his dreams, but gets relegated to the friend zone. He spends the next three years wondering what went wrong - until he ...",Comedy|Fantasy|Romance,tt5783956,97,d2sJNee7FQ4,6.4,https://hydramovies.com/wp-content/uploads/2018/04/When-We-First-Met-Movie-Poster.jpg,Ari Sandel,John Whittington,Adam Devine|Alexandra Daddario|Shelley Hennig
3584,The Legacy of a Whitetail Deer Hunter,2018,The great hunter Buck Ferguson (Josh Brolin) and his trusted cameraman Don (Danny McBride) set out for an epic weekend adventure to reconnect with Buck's young son (Montana Jordan).,The great hunter Buck Ferguson (Josh Brolin) and his trusted cameraman Don (Danny McBride) set out for an epic weekend adventure to reconnect with Buck's young son (Montana Jordan).,Comedy,tt4762824,83,V6OkvsfZ6GE,5.5,https://hydramovies.com/wp-content/uploads/2018/07/The-Legacy-of-a-Whitetail-Deer-Hunter-Movie-Poster.jpg,Jody Hill,Jody Hill,Carrie Coon|Josh Brolin
220,Accident Man,2018,"Mike Fallon, the Accident Man, is a stone cold killer whose methodical hits baffle the police and delight his clients. He is the best at what he does. But when a loved one is dragged into the London underworld and murdered by his own crew, Fallon is forced to rip apart the life he knew in order to hold those accountable and avenge the one person who actually meant something to him.","Mike Fallon, the Accident Man, is a stone cold killer whose methodical hits baffle the police and delight his clients. He is the best at what he does. But when a loved one is dragged into ...",Action|Crime|Thriller,tt6237612,105,hk6Fhe8HyKs,6.1,https://hydramovies.com/wp-content/uploads/2018/04/Accident-Man-Movie-Poster.jpg,Jesse V. Johnson,Scott Adkins,Ray Stevenson|Scott Adkins
3010,Guardians of the Tomb,2018,"An innocent discovery of a well-preserved mummified Emperor from 200 B.C. China unearths a two thousand-year-old nightmare, a secret that should have remained buried.","An innocent discovery of a well-preserved mummified Chinese Emperor from 200 B.C. unearths a two-thousand-year-old nightmare, a secret that should have remained buried.",Action|Adventure|Horror,tt4915672,90,Ffd4Ir20XA4,4.9,https://hydramovies.com/wp-content/uploads/2018/05/Guardians-of-the-Tomb-Movie-Poster.jpg,Kimble Rendall,Jonathan Scanlon,Bingbing Li|Kellan Lutz
3578,Traffik,2018,"A couple off for a romantic weekend in the mountains are accosted by a biker gang. Alone in the mountains, Brea and John must defend themselves against the gang, who will stop at nothing to protect their secrets.","A couple off for a romantic weekend in the mountains are accosted by a biker gang. Alone in the mountains, Brea and John must defend themselves against the gang, who will stop at nothing to protect their secrets.",Thriller,tt5670152,96,oz-XiYNCo7o,6.7,https://hydramovies.com/wp-content/uploads/2018/07/Traffik-Movie-Poster.jpg,Deon Taylor,Deon Taylor,Luke Goss|Paula Patton|Priscilla Quintana
3577,White Fang,2018,"Based on the timeless novel by Jack London, White Fang follows the story of a boy who befriends a half breed wolf as he searches for his father, who has mysteriously gone missing during the Gold Rush.",Based on the timeless novel by Jack London. A loyal wolfdog's curiosity leads him on the adventure of a lifetime while serving a series of three distinctly different masters.,Adventure|Animation,tt5222768,85,9XIpCpfA_JA,6.9,https://hydramovies.com/wp-content/uploads/2018/07/White-Fang-Movie-Poster.jpg,Alexandre Espigares,Serge Frydman,Nick Offerman|Rashida Jones
3564,The Commodore Story,2018,"The Commodore Story of the PET Vic20 C64 and Amiga from engineers, games developers and how Commodore influenced the first 8-bit generation users.","The Commodore Story of the PET Vic20 C64 and Amiga from engineers, games developers and how Commodore influenced the first 8-bit generation users.",Documentary,tt6541512,120,yz-ptLXtNbc,6.4,https://hydramovies.com/wp-content/uploads/2018/07/The-Commodore-Story-Movie-Poster.jpg,Steven Fletcher,Steven Fletcher,Leonard Tramiel|R.J. Mical|Rob Hubbard
3561,Bill Maher: Live from Oklahoma,2018,"Bill visits the Brady Theater in Tulsa, Oklahoma for his 11th HBO stand-up special. The topics include the current state of U.S. politics, sexuality, political correctness, aging and Bill's amusingly profound hatred of small children.","Bill visits the Brady Theater in Tulsa, Oklahoma for his 11th HBO stand-up special. The topics include the current state of U.S. politics, sexuality, political correctness, aging and Bill's amusingly profound hatred of small children.",Comedy|Documentary,tt8398704,65,dNNBYg56xqo,6.4,https://hydramovies.com/wp-content/uploads/2018/07/Bill-Maher-Live-from-Oklahoma-Movie-Poster.jpg,Beth McCarthy-Miller,Bill Maher,Bill Maher
3557,How It Ends,2018,A desperate father tries to return home to his pregnant wife after a mysterious apocalyptic event turns everything to chaos.,A desperate man tries to return home to his pregnant fiancée after a mysterious apocalyptic event turns everything to chaos.,Action|Adventure|Sci-Fi|Thriller,tt5246700,113,WJyyJ7lexnM,5.6,https://hydramovies.com/wp-content/uploads/2018/07/How-It-Ends-Movie-Poster.jpg,David M. Rosenthal,Brooks McLaren,Kat Graham|Nancy Sorel|Theo James
3027,The Cloverfield Paradox,2018,"In the near future, there is an energy crisis on Earth. The Cloverfield Station with a multinational crew will test the Shepard particle accelerator expecting to generate energy for all countries solving the energy problem. However, the experiment goes wrong, damages the station and opens a portal to another dimension with a parallel Earth. They also find a woman entwined with wires behind a bulkhead of the station and they learn she worked in an identical Cloverfield Station in another dimension. Now the scientists need to find a way to return to their own dimension.","Orbiting a planet on the brink of war, scientists test a device to solve an energy crisis, and end up face-to-face with a dark alternate reality.",Horror|Mystery|Sci-Fi|Thriller,tt2548396,102,83SExfi3prU,5.6,https://hydramovies.com/wp-content/uploads/2018/05/The-Cloverfield-Paradox-Movie-Poster.jpg,Julius Onah,Oren Uziel,David Oyelowo|Gugu Mbatha-Raw
3555,7 Splinters in Time,2018,"A detective investigates a murder, only to find that the victim is... himself. Soon, he discovers multiple versions of himself, not all of them friendly.","A detective investigates a murder, only to find that the victim is... himself. Soon, he discovers multiple versions of himself, not all of them friendly.",Mystery|Sci-Fi|Thriller,tt1884378,75,GhK9u2ON3tY,6,https://hydramovies.com/wp-content/uploads/2018/07/7-Splinters-in-Time-Movie-Poster.jpg,Gabriel Judet-Weinshel,Gabriel Judet-Weinshel,Akiva Schaffer|Emmanuelle Chriqui|Lynn Cohen
3554,Siberia,2018,"An American diamond merchant travels to Russia to sell rare blue diamonds of questionable origin. As the deal begins to collapse he falls into an obsessive relationship with a Russian cafe owner in a small Siberian town. As their passion builds, so does the treacherous world of the diamond trade from which he is unable to extricate himself. Both collide as the American man desperately looks for escape in a world with no exit.","When an American diamond trader's Russian partner goes missing, he journeys to Siberia in search of him, but instead begins a love affair.",Crime|Romance|Thriller,tt6494418,0,FrXPIZN2ehY,5.9,https://hydramovies.com/wp-content/uploads/2018/07/Siberia-Movie-Poster.jpg,Matthew Ross,Scott B. Smith,Boris Gulyarin|Keanu Reeves
3553,Overboard,2018,"A spoiled, wealthy yacht owner is thrown overboard and becomes the target of revenge from his mistreated employee.","A spoiled, wealthy yacht owner is thrown overboard and becomes the target of revenge from his mistreated employee.",Comedy|Romance,tt1563742,112,OLAJ0ooorDU,5.6,https://hydramovies.com/wp-content/uploads/2018/07/Overboard-Movie-Poster.jpg,Rob Greenberg,Bob Fisher,Anna Faris|Eugenio Derbez
3552,Encounter,2018,"While shooting a documentary to expose the lies of alien abductees, a provocative filmmaker and his crew encounter a young woman with a dark secret who leads them to uncover a disturbing truth.","While shooting a documentary to expose the lies of alien abductees, a provocative filmmaker and his crew encounter a young woman with a dark secret who leads them to uncover a disturbing truth.",Mystery|Sci-Fi|Thriller,tt3665498,82,OsOFWWNAflE,5.9,https://hydramovies.com/wp-content/uploads/2018/06/Encounter-Movie-Poster.jpg,Fulvio Sestito,Rebecca Berrih,Jordan Hinson|Peter Stormare
3536,Stolen princess: Ruslan and Ludmila,2018,"This wonderful story happened in the age of valiant knights, beautiful princesses, and battling sorcerers. Ruslan, a wandering artist dreaming to become a knight, met beautiful Mila and fell in love with her; he didn't even suspect that she is the King's daughter. However, the lovers' happiness wasn't meant to last too long. Chernomor, the evil sorcerer, appeared in a magic vortex and stole Mila right before Ruslan's eyes to transform her power of love into his own magic power. Without further ado, Ruslan sets out on a chase after the stolen princess to overcome all obstacles and to prove that real love is stronger than magic.","This wonderful story happened in the age of valiant knights, beautiful princesses, and battling sorcerers. Ruslan, a wandering artist dreaming to become a knight, met beautiful Mila and ...",Animation|Comedy|Fantasy,tt5378092,85,JbBUlxkwMjU,6.7,https://hydramovies.com/wp-content/uploads/2018/06/Stolen-princess-Ruslan-and-Ludmila-Movie-Poster.jpg,Oleh Malamuzh,Yaroslav Voytseshek,Aleksey Zavgorodniy|Nadezhda Dorofeeva|Yevhen Malukha
3045,The 15:17 to Paris,2018,"In the early evening of August 21, 2015, the world watched in stunned silence as the media reported a thwarted terrorist attack on Thalys train #9364 bound for Paris--an attempt prevented by three courageous young Americans traveling through Europe. The film follows the course of the friends' lives, from the struggles of childhood through finding their footing in life, to the series of unlikely events leading up to the attack. Throughout the harrowing ordeal, their friendship never wavers, making it their greatest weapon and allowing them to save the lives of the more than 500 passengers on board.",American Marines discover a terrorist plot on a Paris-bound train.,Biography|Drama,tt6802308,94,CFFZ3-jcQVs,5.1,https://hydramovies.com/wp-content/uploads/2018/05/The-1517-to-Paris-Movie-Poster.jpg,Clint Eastwood,Dorothy Blyskal,Alek Skarlatos|Anthony Sadler
3626,The Devil's Doorway,2018,"In the fall of 1960, Father Thomas Riley and Father John Thornton were sent by the Vatican to investigate a miraculous event in an Irish home for 'fallen women', only to uncover something much more horrific.","In the fall of 1960, Father Thomas Riley and Father John Thornton were sent by the Vatican to investigate a miraculous event in an Irish home for 'fallen women', only to uncover something much more horrific.",Horror,tt6793280,76,p2QoTwVkTZY,5.2,https://hydramovies.com/wp-content/uploads/2018/07/The-Devils-Doorway-Movie-Poster.jpg,Aislinn Clarke,Martin Brennan,Ciaran Flynn|Lalor Roddy
3629,Duck Duck Goose,2018,"Peng is a freewheeling bachelor goose who'd rather do anything than practice for the upcoming migration. He thinks he's better than everyone else and spends his time attempting crazy stunts at even crazier speeds. In one such stunt, Peng flies too near the ground, hits a flock of ducklings and separates brother and sister, Chao and Chi, from the rest. In this unlikely meeting, Peng will begin a journey that will break his wing and nearly break his heart as he grows to understand the power of unconditional love in the form of two ducklings, who likewise grow to see him as the best father they could ever have.",A bachelor goose must form a bond with two lost ducklings as they journey south.,Adventure|Animation|Comedy|Family,tt4940416,91,w_R0-5ZVC3w,5.2,https://hydramovies.com/wp-content/uploads/2018/07/Duck-Duck-Goose-Movie-Poster.jpg,Christopher Jenkins,Christopher Jenkins,Jim Gaffigan|Zendaya
3525,A Quiet Place,2018,"Two parents do what it takes to keep their children safe in a world full of creatures hunting every sound they can hear. Not a sound can be heard from the family hiding in silence, but all it takes is one noise and everything can go wrong.","In a post-apocalyptic world, a family is forced to live in silence while hiding from monsters with ultra-sensitive hearing.",Drama|Horror|Sci-Fi|Thriller,tt6644200,90,p9wE8dyzEJE,7.9,https://hydramovies.com/wp-content/uploads/2018/06/A-Quiet-Place-Movie-Poster.jpg,John Krasinski,Bryan Woods,Emily Blunt|John Krasinski
3630,Occupation,2018,"After their small Australian country town is annihilated by an overwhelming airborne attack, a group of civilians evade capture and discover they are now among the last remaining survivors of an extraterrestrial invasion engulfing the entire planet. As humanity falls under world-wide occupation, they form a home-grown army to fight back against vastly superior enemy forces. On the front lines of the battle for Earth, they are our last hope.","A small group of town residents have to band together after a devastating ground invasion. As they struggle to survive, they realize they must stay one step ahead of their attackers, and work together for a chance to strike back.",Action|Sci-Fi,tt6774786,119,4NrCRZKU5Mw,5,https://hydramovies.com/wp-content/uploads/2018/07/Occupation-Movie-Poster.jpg,Luke Sparke,Luke Sparke,Dan Ewing|Stephanie Jacobsen|Temuera Morrison
3722,Andover,2018,"A genetics professor clones his dead wife, over and over, in a desperate attempt to get her back exactly as she was.","A genetics professor clones his dead wife, over and over, in a desperate attempt to get her back exactly as she was.",Comedy|Drama|Romance|Sci-Fi,tt5605076,91,YFvNFD3CXas,7.1,https://hydramovies.com/wp-content/uploads/2018/08/Andover-Movie-Poster.jpg,Scott Perlman,Scott Perlman,Jennifer Finnigan|Jonathan Silverman|Richard Kind
3716,Avengers: Infinity War,2018,"As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain.",The Avengers and their allies must be willing to sacrifice all in an attempt to defeat the powerful Thanos before his blitz of devastation and ruin puts an end to the universe.,Action|Adventure|Fantasy|Sci-Fi,tt4154756,149,6ZfuNTqbHE8,8.7,https://hydramovies.com/wp-content/uploads/2018/08/Avengers-Infinity-War-Movie-Poster.jpg,Anthony Russo,Christopher Markus,Chris Hemsworth|Robert Downey Jr.
3708,The Incantation,2018,"In this picturesque paranormal thriller, a young American girl, Lucy Bellerose (Sam Valentine), has a chance of a lifetime to visit her ancestors ominous castle in the south of France. However, things are not as they seem as she finds that her family is hiding deep, dark secrets about their nefarious past, far away from prying eyes. Unbeknownst to Lucy, the region is also home to centuries of witchcraft and occult folklore. After meeting the strident Vicar of Borley and her socially awkward Chambermaid, Mary, Lucy begins to question her place in the family. Abel Baddon, a devilishly handsome traveling salesman, (Dean Cain ""Lois and Clark: The New Adventures of Superman""), tries to assuage her fears and soothe her reluctance. However, only after meeting a charming gravedigger named J.P. (Dylan Kellogg) does she begin to feel at ease. He navigates her through the twists and turns of the murky waters of her family's past, eventually uncovering shocking revelations.","A young American girl has a chance of a lifetime to visit her ancestors castle in the south of France, only to find that her family is hiding deep, dark secrets about their nefarious past, far away from prying eyes.",Adventure|Fantasy|Horror|Mystery|Thriller,tt5361596,0,_EARmKIxjxQ,5.7,https://hydramovies.com/wp-content/uploads/2018/08/The-Incantation-Movie-Poster.jpg,Jude S. Walko,Jude S. Walko,Dean Cain|Jude S. Walko|Sam Valentine
140,Devil's Tree: Rooted Evil,2018,"Devil's Tree: Rooted Evil is about an aspiring journalist named Sam who finds a Tree with a very dark history. As her own past has demons that continue to haunt her, she eventually finds out what haunts this ominous Tree. Loosely based on real events, the actual Tree still stands today. This film takes you on a ride out of the realm of fantasy and into the realm of true Evil.","Devil's Tree: Rooted Evil is about an aspiring journalist named Sam who finds a Tree with a very dark history. As her own past has demons that continue to haunt her, she eventually finds ...",Horror|Thriller,tt7315526,76,n7ROX-PDs7A,6.2,https://hydramovies.com/wp-content/uploads/2018/04/Devils-Tree-Rooted-Evil-Movie-Poster.jpg,Chris Alonso,Joshua Louis,Diana D. Ambrosio|Ryan App
3706,Comedy Central Roast of Bruce Willis,2018,"Traditional comedy 'roast' where celebrities, comics and friends poke fun at actor Bruce Willis.","Traditional comedy 'roast' where celebrities, comics and friends poke fun at actor Bruce Willis.",Comedy,tt8301054,0,6BEu38CU8ZQ,6.7,https://hydramovies.com/wp-content/uploads/2018/08/Comedy-Central-Roast-of-Bruce-Willis-Movie-Poster.jpg,Joel Gallen,Benji Aflalo,Bruce Willis|Edward Norton
2885,Insidious: The Last Key,2018,"The parapsychologist Dr. Elise Rainier has nightmares with her childhood in New Mexico, where she lived with her brother Christian, her supportive mother Audrey and her father Gerald, who frequently beats her when she claims that she sees ghosts everywhere in the house. When the client Ted Garza calls Elise to ask for help since he is haunted since he moved to a house in New Mexico, Elise refuses the request since the address is the same house where she spent her childhood. However she changes her mind and accepts the job, and travels with her assistants Specs and Tucker to New Mexico where they will discover an evil entity in the house.","Parapsychologist Dr. Elise Rainier faces her most fearsome and personal haunting yet, as she is drawn back to her ghostly childhood home, where the terror began.",Horror|Mystery|Thriller,tt5726086,103,acQyrwQyCOk,5.7,https://hydramovies.com/wp-content/uploads/2018/05/Insidious-The-Last-Key-Movie-Poster.jpg,Adam Robitel,Leigh Whannell,Angus Sampson|Leigh Whannell|Lin Shaye
3703,Padmaavat,2018,"Rani Padmavati (aka Padmini) is said to be one of the most beautiful women to ever exist. This real-life story is the epitome of love and sacrifice between Rajput Queen Padmavati and Rana Rawal Ratan Singh, the Rajput ruler of Mewar. Their perfect life takes an unfortunate turn when Allauddin Khilji's lustful eyes gaze upon Queen Padmavati. Alauddin Khilji is known as one of the most brutal rulers of the Khilji dynasty, ascending to the throne by killing his father-in-law, his brothers-in-law, and their uncles. He was known for attacking states only for their land and women. Indeed, the motive behind the attack on Mewar is none other than royal Rani Padmavati.","Set in medieval Rajasthan, Queen Padmavati is married to a noble king and they live in a prosperous fortress with their subjects until an ambitious Sultan hears of Padmavati's beauty and forms an obsessive love for the Queen of Mewar.",Drama|History|Romance|War,tt5935704,164,E_YaXDDbOQQ,7,https://hydramovies.com/wp-content/uploads/2018/07/Padmaavat-Movie-Poster.jpg,Sanjay Leela Bhansali,Prakash Kapadia,Deepika Padukone|Ranveer Singh
3699,Extinction,2018,"Story follows a man who has a recurring dream of losing his family. His nightmare turns into a reality when the planet is invaded by a force bent on brutality and destruction. Fighting for their lives, he comes to realize an unknown strength to keep his family safe from harm.","A father has a recurring dream of losing his family. His nightmare turns into reality when the planet is invaded by a force bent on destruction. Fighting for their lives, he comes to realize an unknown strength to keep them safe from harm.",Sci-Fi|Thriller,tt3201640,95,#NAME?,5.9,https://hydramovies.com/wp-content/uploads/2018/05/Extinction-Movie-Poster.jpg,Ben Young,Spenser Cohen,Lizzy Caplan|Michael Peña
